Global_Sales,Critic_Score,User_Score,Rating
medium,low,medium,M
medium,high,high,T
medium,low,high,E
medium,medium,medium,T
medium,medium,medium,E10+
medium,low,medium,T
medium,medium,low,E
medium,high,high,E10+
medium,medium,medium,E10+
medium,medium,low,E10+
medium,medium,high,T
medium,medium,high,E
medium,low,low,E10+
medium,low,low,T
medium,medium,high,E10+
medium,high,high,E
medium,medium,low,T
medium,medium,medium,T
medium,medium,low,E10+
medium,medium,high,E10+
medium,medium,medium,T
medium,high,high,M
medium,medium,medium,E10+
medium,low,low,E10+
medium,low,low,E
medium,low,medium,E
medium,low,low,T
medium,high,high,T
medium,low,medium,T
medium,medium,high,M
medium,low,low,E
medium,medium,high,M
medium,low,low,M
medium,medium,low,E
medium,low,medium,M
medium,medium,high,E
medium,high,high,M
medium,low,medium,E
medium,medium,high,T
medium,medium,high,E
medium,medium,high,E
medium,medium,high,T
medium,medium,medium,T
medium,medium,high,T
medium,high,high,T
medium,medium,low,E
medium,high,high,T
medium,high,medium,T
medium,medium,medium,T
medium,medium,low,E
medium,medium,medium,T
medium,medium,high,E10+
medium,low,low,T
medium,low,low,E
medium,low,low,E
medium,high,high,E
medium,high,medium,T
medium,high,high,T
medium,low,low,M
medium,low,low,E
medium,medium,low,M
medium,medium,low,E10+
medium,high,high,T
medium,medium,high,T
medium,medium,high,E
medium,low,medium,T
medium,medium,high,T
medium,high,high,M
medium,low,low,M
medium,low,low,E
medium,high,high,E
medium,medium,medium,T
medium,high,medium,M
medium,medium,low,E
medium,medium,high,E10+
medium,low,high,E
medium,medium,high,E10+
medium,high,high,M
medium,medium,high,M
medium,medium,high,T
medium,medium,medium,T
medium,low,high,T
medium,medium,low,T
medium,low,low,E10+
medium,medium,high,T
medium,low,medium,T
medium,high,high,E10+
medium,high,high,T
medium,medium,high,T
medium,low,low,T
medium,low,medium,T
medium,low,medium,M
medium,medium,medium,T
medium,low,medium,E
medium,high,high,M
medium,medium,high,T
medium,low,low,E10+
medium,low,low,M
medium,low,high,T
medium,medium,low,M
medium,low,low,T
medium,low,medium,E
medium,medium,medium,T
medium,medium,medium,T
medium,low,medium,T
medium,high,medium,E
medium,medium,medium,M
medium,medium,high,E
medium,low,low,M
medium,low,low,T
medium,high,high,T
medium,low,low,M
medium,medium,medium,T
medium,medium,high,E
medium,high,medium,T
medium,low,low,E
medium,high,medium,E
medium,medium,medium,T
medium,high,high,M
medium,medium,medium,E
medium,low,low,E
medium,high,high,E
medium,medium,medium,M
medium,medium,low,E
medium,medium,medium,E
medium,low,low,E10+
medium,medium,low,T
medium,low,low,E
medium,high,medium,T
medium,low,medium,T
medium,low,low,E
medium,medium,medium,T
medium,low,medium,M
medium,medium,medium,T
medium,low,low,E10+
medium,high,high,T
medium,low,medium,E
medium,high,high,M
medium,low,low,M
medium,medium,medium,E
medium,medium,high,E10+
medium,medium,low,M
medium,low,low,T
medium,medium,low,E
medium,high,high,M
medium,high,high,E
medium,high,low,E
medium,low,low,M
medium,low,low,E10+
medium,medium,high,E
medium,low,low,T
medium,medium,medium,M
medium,low,low,T
medium,low,medium,E
medium,high,high,T
medium,low,low,T
medium,medium,high,T
medium,high,medium,M
medium,high,high,E
medium,medium,medium,E
medium,low,low,E
medium,low,low,E10+
medium,high,low,E10+
medium,medium,medium,E
medium,medium,high,T
medium,high,low,E
medium,medium,high,M
medium,low,low,E
medium,medium,low,M
medium,high,high,E
medium,medium,low,E10+
medium,medium,low,T
medium,medium,high,M
medium,low,low,E
medium,low,high,E10+
medium,low,low,T
medium,medium,low,T
medium,medium,medium,M
medium,low,low,E10+
medium,low,low,T
medium,high,low,E
medium,medium,low,T
medium,high,high,M
medium,low,low,T
medium,low,medium,M
medium,medium,medium,E
medium,high,high,E
medium,medium,high,T
medium,high,medium,T
medium,low,high,T
medium,high,medium,T
medium,medium,high,E
medium,low,medium,E
medium,low,low,E
medium,low,low,M
medium,low,low,E
medium,low,low,E
medium,medium,medium,T
medium,high,high,E
medium,low,high,T
medium,low,low,M
medium,medium,low,E10+
medium,low,medium,E
medium,high,high,E10+
medium,medium,high,T
medium,low,medium,M
medium,low,low,T
medium,high,high,T
medium,high,low,E
medium,medium,medium,E10+
medium,low,low,T
medium,high,high,T
medium,high,high,E
medium,low,medium,E10+
medium,high,high,E10+
medium,low,low,T
medium,medium,high,M
medium,low,low,E
medium,low,low,E10+
medium,low,high,T
medium,high,high,T
medium,high,medium,E
medium,low,medium,T
medium,medium,low,T
medium,low,low,E
medium,low,low,E
medium,medium,low,T
medium,medium,medium,T
medium,low,high,E
medium,high,low,E
medium,high,medium,E
medium,medium,high,E
medium,medium,high,T
medium,low,low,T
medium,high,high,M
medium,medium,medium,T
medium,medium,high,T
medium,high,high,E
medium,high,high,T
medium,low,medium,T
medium,medium,low,T
medium,medium,low,T
medium,high,high,M
medium,medium,medium,M
medium,low,low,E
medium,medium,high,T
medium,low,low,M
medium,high,high,E10+
medium,high,low,M
medium,medium,high,M
medium,low,medium,M
medium,high,medium,T
medium,low,medium,E
medium,high,high,E
medium,high,high,E
medium,low,medium,E
medium,low,low,E10+
medium,high,high,T
medium,medium,low,E
medium,low,high,T
medium,high,medium,T
medium,medium,medium,E
medium,medium,high,E
medium,high,medium,T
medium,high,high,T
medium,high,medium,E
medium,low,high,E10+
medium,medium,medium,E
medium,low,low,E
medium,medium,medium,E
medium,medium,medium,E
medium,low,low,M
medium,high,medium,E
medium,low,low,E10+
medium,high,medium,E
medium,high,medium,E10+
medium,medium,medium,E10+
medium,medium,low,T
medium,low,low,E
medium,low,low,M
medium,low,medium,M
medium,low,low,M
medium,medium,high,M
medium,high,high,E10+
medium,high,high,E
medium,low,low,T
medium,high,high,E10+
medium,low,medium,T
medium,medium,high,M
medium,medium,low,E10+
medium,low,low,E10+
medium,high,medium,E
medium,medium,low,E
medium,high,high,T
medium,low,low,T
medium,medium,medium,T
medium,low,medium,T
medium,medium,low,M
medium,high,high,E
medium,low,low,T
medium,low,medium,T
medium,medium,medium,M
medium,low,low,T
medium,low,medium,T
medium,low,medium,E10+
medium,low,low,T
medium,low,low,T
medium,medium,medium,T
medium,high,low,E
medium,low,medium,T
medium,medium,medium,T
medium,low,low,E10+
medium,low,low,T
medium,low,low,T
medium,high,medium,T
medium,medium,low,E
medium,high,high,T
medium,high,medium,M
medium,low,low,E
medium,low,low,M
medium,low,low,M
medium,low,low,T
medium,low,low,E
medium,low,high,E10+
medium,high,high,T
medium,low,high,E
medium,high,medium,E10+
medium,medium,high,E
medium,high,low,M
medium,low,low,M
medium,medium,low,E10+
medium,low,medium,T
medium,high,medium,E
medium,medium,low,E10+
medium,low,low,E
medium,low,medium,T
medium,medium,high,T
medium,medium,medium,T
medium,high,high,M
medium,high,high,M
medium,medium,low,E
medium,low,low,T
medium,low,high,E
medium,low,medium,E10+
medium,medium,medium,E
medium,low,low,E
medium,high,low,E
medium,high,medium,E
medium,medium,high,T
medium,high,medium,T
medium,low,low,E10+
medium,low,high,T
medium,low,high,T
medium,low,low,T
medium,low,low,T
medium,medium,medium,E10+
medium,medium,low,T
medium,medium,medium,E
medium,high,high,E
medium,high,low,E10+
medium,low,low,E
medium,low,low,E
medium,high,medium,M
medium,low,low,E10+
medium,low,low,E10+
medium,high,medium,E10+
medium,medium,low,E
medium,medium,medium,T
medium,low,low,E
medium,medium,medium,M
medium,medium,medium,E10+
medium,low,low,T
medium,low,high,M
medium,high,high,E
medium,low,low,E
medium,medium,medium,T
medium,low,low,T
medium,high,high,T
medium,low,low,T
medium,low,medium,M
medium,medium,low,E10+
medium,low,medium,M
medium,low,medium,T
medium,medium,medium,M
medium,high,high,E
medium,low,low,E
medium,low,low,T
medium,low,low,M
medium,medium,low,E10+
medium,low,low,E10+
medium,low,low,T
medium,high,low,E
medium,low,medium,E
medium,medium,low,M
medium,low,low,M
medium,low,high,E
medium,medium,high,T
medium,low,low,M
medium,medium,high,T
medium,low,high,E
medium,low,medium,E10+
medium,medium,medium,E
medium,high,high,T
medium,medium,low,E
medium,low,low,E
medium,high,high,E
medium,high,high,T
medium,medium,low,E10+
medium,low,medium,T
medium,medium,low,E
medium,low,low,E
medium,high,high,E
medium,medium,high,T
medium,low,medium,T
medium,low,low,T
medium,low,medium,T
medium,medium,low,M
medium,high,medium,E
medium,medium,low,E
medium,high,medium,E
medium,medium,low,E10+
medium,high,high,T
medium,low,medium,T
medium,medium,low,E10+
medium,low,medium,T
medium,low,medium,T
medium,medium,high,T
medium,low,low,E10+
medium,low,low,E10+
medium,high,high,E
medium,low,low,E
medium,medium,medium,M
medium,medium,low,E
medium,low,low,T
medium,medium,low,T
medium,low,low,E
medium,medium,low,E
medium,medium,high,M
medium,low,low,T
medium,medium,low,E
medium,low,low,E10+
medium,high,high,T
medium,low,low,M
medium,high,medium,E10+
medium,high,medium,T
medium,medium,medium,T
medium,high,high,T
medium,medium,high,M
medium,medium,low,E
medium,high,medium,T
medium,low,low,T
medium,medium,high,E
medium,medium,high,E
medium,high,high,T
medium,high,high,E
medium,low,medium,E10+
medium,high,high,T
medium,high,low,E10+
medium,low,low,E
medium,low,low,T
medium,low,low,E10+
medium,low,low,E
medium,low,low,E10+
medium,low,high,M
medium,low,medium,M
medium,low,low,E
medium,low,medium,M
medium,medium,high,M
medium,medium,medium,T
medium,low,medium,M
medium,low,medium,E
medium,medium,high,E
medium,high,low,E
medium,high,high,E
medium,high,medium,E
medium,low,low,E
medium,low,medium,T
medium,medium,medium,E
medium,low,low,T
medium,low,high,T
medium,low,low,T
medium,low,low,M
medium,high,high,E
medium,medium,medium,E10+
medium,medium,medium,E10+
medium,medium,medium,T
medium,medium,medium,T
medium,medium,medium,E
medium,low,low,M
medium,high,medium,E10+
medium,medium,low,E
medium,medium,high,T
medium,low,high,E
medium,high,high,M
medium,high,medium,E10+
medium,low,low,M
medium,low,low,E
medium,low,medium,M
medium,low,low,E10+
medium,low,medium,M
medium,medium,medium,T
medium,high,medium,E10+
medium,low,low,T
medium,high,low,M
medium,medium,high,T
medium,low,low,E
medium,medium,medium,E
medium,medium,low,E
medium,high,high,T
medium,medium,low,M
medium,low,medium,T
medium,low,high,E10+
medium,low,low,E
medium,low,low,M
medium,medium,low,E
medium,high,high,E
medium,low,medium,E10+
medium,medium,low,T
medium,medium,high,T
medium,low,medium,T
medium,low,low,M
medium,low,medium,E
medium,medium,medium,T
medium,medium,low,E
medium,low,low,E10+
medium,low,low,T
medium,low,low,E
medium,high,high,E
medium,low,low,T
medium,low,low,E
medium,low,high,T
medium,low,medium,E
medium,medium,high,T
medium,medium,medium,T
medium,high,high,E
medium,low,low,E10+
medium,medium,high,T
medium,low,low,E
medium,low,high,T
medium,low,medium,T
medium,medium,medium,T
medium,medium,low,M
medium,medium,medium,M
medium,high,medium,E10+
medium,low,low,E
medium,medium,medium,M
medium,low,high,T
medium,medium,medium,M
medium,medium,medium,E
medium,high,high,E
medium,high,medium,T
medium,medium,low,E10+
medium,high,medium,M
medium,low,low,E
medium,medium,low,M
medium,high,high,E
medium,medium,medium,E10+
medium,medium,medium,T
medium,medium,medium,T
medium,medium,low,E
medium,low,low,E
medium,low,low,E
medium,medium,high,M
medium,medium,high,T
medium,high,medium,T
medium,medium,high,T
medium,high,high,T
medium,high,medium,T
medium,medium,high,T
medium,high,medium,E
medium,low,low,E10+
medium,high,high,M
medium,medium,medium,M
medium,high,medium,E10+
medium,low,high,E10+
medium,medium,medium,T
medium,high,high,E
medium,low,low,E
medium,low,low,T
medium,medium,medium,T
medium,low,low,E10+
medium,medium,medium,E
medium,high,high,M
medium,low,low,M
medium,high,high,E
medium,medium,low,E10+
medium,low,low,M
medium,medium,medium,T
medium,low,low,E
medium,high,high,T
medium,low,low,M
medium,medium,medium,M
medium,medium,medium,E10+
medium,low,medium,T
medium,medium,high,E10+
medium,high,high,T
medium,low,low,T
medium,high,medium,T
medium,low,low,M
medium,high,medium,E
medium,low,low,T
medium,medium,medium,E
medium,medium,high,T
medium,medium,high,M
medium,high,medium,E
medium,high,medium,E
medium,high,medium,E
medium,high,medium,T
medium,high,medium,E
medium,low,low,T
medium,high,low,E
medium,medium,high,E
medium,low,low,E
medium,medium,low,E
medium,low,medium,M
medium,low,low,T
medium,low,medium,E
medium,medium,medium,M
medium,low,low,T
medium,low,medium,E
medium,low,low,T
medium,medium,medium,M
medium,medium,high,M
medium,low,low,T
medium,medium,high,T
medium,medium,medium,E
medium,low,low,M
medium,medium,high,T
medium,high,low,E10+
medium,medium,low,E10+
medium,medium,high,T
medium,low,low,E
medium,high,medium,E
medium,low,medium,T
medium,medium,high,E
medium,medium,medium,E
medium,low,low,T
medium,medium,medium,E
medium,low,medium,T
medium,low,low,E
medium,high,high,E
medium,medium,medium,E
medium,high,medium,E
medium,medium,medium,T
medium,medium,low,E
medium,low,medium,M
medium,low,low,E
medium,low,low,M
medium,low,low,E
medium,low,low,E10+
medium,low,medium,T
medium,medium,medium,T
medium,high,high,T
medium,low,low,E
medium,medium,medium,E10+
medium,low,low,T
medium,high,high,E
medium,low,low,E
medium,medium,high,T
medium,medium,low,T
medium,medium,medium,E
medium,low,medium,E
medium,high,medium,T
medium,low,medium,M
medium,low,low,T
medium,medium,low,E10+
medium,low,low,T
medium,medium,high,T
medium,medium,low,T
medium,medium,medium,E
medium,low,medium,E10+
medium,medium,high,M
medium,medium,medium,T
medium,high,high,T
medium,low,medium,T
medium,medium,high,T
medium,high,high,E
medium,medium,low,T
medium,low,low,M
medium,medium,low,M
medium,low,medium,M
medium,medium,medium,E
medium,high,medium,E
medium,low,high,T
medium,high,low,M
medium,low,medium,T
medium,high,medium,E10+
medium,high,high,T
medium,low,medium,T
medium,low,high,M
medium,medium,medium,T
medium,low,high,E10+
medium,low,low,M
medium,medium,low,T
medium,medium,medium,E10+
medium,low,low,E
medium,medium,high,T
medium,low,high,T
medium,low,medium,M
medium,low,low,T
medium,low,low,M
medium,medium,high,E
medium,medium,high,T
medium,low,medium,M
medium,medium,low,E
medium,low,low,M
medium,medium,high,M
medium,medium,medium,E10+
medium,high,high,E
medium,medium,low,E
medium,medium,medium,M
medium,medium,medium,M
medium,low,medium,T
medium,medium,medium,M
medium,low,low,E
medium,low,medium,T
medium,low,low,M
medium,medium,high,E10+
medium,low,low,E10+
medium,high,medium,T
medium,medium,medium,T
medium,low,medium,E10+
medium,low,low,E
medium,medium,medium,T
medium,low,low,M
medium,low,high,M
medium,medium,medium,M
medium,medium,low,T
medium,low,low,T
medium,low,low,T
medium,medium,high,T
medium,low,low,E10+
medium,low,medium,T
medium,high,high,E
medium,high,medium,E
medium,medium,low,E10+
medium,low,low,M
medium,high,high,E10+
medium,high,low,T
medium,high,high,E
medium,low,medium,T
medium,high,high,E
medium,low,low,E
medium,medium,high,M
medium,medium,high,T
medium,medium,low,M
medium,low,medium,T
medium,medium,medium,T
medium,low,low,T
medium,low,low,T
medium,medium,medium,E10+
medium,high,medium,E
medium,low,high,M
medium,medium,high,M
medium,high,medium,T
medium,medium,high,T
medium,low,medium,T
medium,medium,high,T
medium,medium,high,M
medium,medium,high,T
medium,low,high,M
medium,medium,medium,M
medium,high,medium,M
medium,low,medium,T
medium,medium,high,E
medium,medium,high,M
medium,low,low,M
medium,medium,medium,E10+
medium,low,low,T
medium,high,medium,E
medium,medium,high,T
medium,low,low,T
medium,low,low,M
medium,medium,high,M
medium,medium,medium,E10+
medium,low,low,T
medium,high,high,E
medium,low,low,E10+
medium,high,high,E
medium,medium,high,E10+
medium,low,medium,T
medium,medium,high,M
medium,medium,high,T
medium,medium,low,E
medium,medium,medium,E
medium,medium,medium,T
medium,low,medium,M
medium,high,high,T
medium,low,low,E
medium,high,low,E
medium,low,low,E10+
medium,medium,medium,T
medium,medium,high,E10+
medium,medium,low,E10+
medium,high,high,T
medium,medium,medium,T
medium,medium,high,M
low,low,low,M
low,low,low,T
low,low,medium,T
low,medium,high,E
low,medium,medium,T
low,medium,high,T
low,medium,high,T
low,medium,high,E
low,low,low,T
low,medium,medium,M
low,low,low,M
low,low,high,E
low,low,low,E10+
low,high,high,T
low,high,medium,T
low,low,medium,T
low,low,medium,E
low,high,high,M
low,medium,medium,E10+
low,low,low,M
low,low,low,M
low,medium,medium,M
low,medium,low,E10+
low,medium,medium,M
low,low,low,E10+
low,low,low,E
low,medium,high,E10+
low,low,medium,T
low,medium,medium,E10+
low,low,medium,E
low,medium,low,E
low,low,low,M
low,low,medium,E
low,low,high,E
low,medium,low,T
low,low,low,M
low,medium,medium,E
low,low,high,E
low,medium,medium,E10+
low,medium,high,T
low,medium,low,E
low,high,medium,E10+
low,low,medium,T
low,low,low,E10+
low,low,high,E
low,low,medium,T
low,medium,low,E
low,low,low,E10+
low,low,medium,E
low,low,low,E10+
low,low,low,T
low,medium,medium,E
low,high,high,E10+
low,medium,high,M
low,medium,low,T
low,medium,medium,M
low,low,medium,T
low,medium,high,M
low,medium,low,E
low,low,medium,M
low,medium,high,E
low,high,medium,T
low,low,medium,T
low,low,high,T
low,low,high,T
low,low,low,E
low,high,medium,E
low,medium,high,T
low,medium,high,T
low,low,low,E10+
low,medium,low,E10+
low,low,high,E
low,low,medium,T
low,medium,medium,T
low,high,medium,E
low,low,medium,E10+
low,medium,medium,T
low,high,low,E
low,low,medium,M
low,low,low,M
low,low,medium,E
low,low,low,E
low,low,medium,T
low,low,low,M
low,medium,high,M
low,high,high,E
low,medium,medium,E10+
low,low,low,T
low,low,medium,E
low,low,low,T
low,low,low,E
low,low,low,E
low,medium,medium,E
low,medium,medium,E
low,medium,high,E
low,medium,high,E
low,medium,medium,E
low,high,high,T
low,medium,medium,T
low,high,high,T
low,high,high,T
low,medium,low,E10+
low,low,medium,E
low,medium,high,E
low,low,low,M
low,high,medium,M
low,low,low,T
low,medium,low,M
low,medium,medium,M
low,medium,high,T
low,medium,low,T
low,low,low,E10+
low,medium,medium,M
low,low,low,T
low,medium,low,E
low,medium,high,M
low,low,low,T
low,high,medium,M
low,medium,low,E
low,high,medium,E
low,low,medium,E10+
low,high,medium,E
low,medium,low,E
low,low,low,T
low,low,low,T
low,low,high,M
low,medium,low,E
low,high,medium,M
low,low,medium,E
low,low,low,T
low,medium,high,E
low,low,low,T
low,medium,low,E
low,low,medium,T
low,low,low,E10+
low,low,high,M
low,low,low,T
low,medium,high,T
low,medium,medium,M
low,low,low,T
low,low,low,M
low,medium,high,T
low,low,low,E
low,medium,medium,T
low,medium,low,M
low,medium,high,E
low,low,low,E10+
low,low,low,M
low,low,low,M
low,low,low,M
low,low,medium,E
low,medium,medium,E10+
low,low,low,M
low,low,high,T
low,low,low,T
low,medium,medium,T
low,low,low,M
low,medium,low,T
low,low,low,M
low,medium,low,E10+
low,medium,medium,M
low,medium,low,E
low,low,low,T
low,low,medium,M
low,low,low,T
low,medium,medium,T
low,high,low,E
low,low,high,E
low,low,low,M
low,high,high,T
low,medium,high,T
low,low,low,T
low,medium,high,E
low,medium,medium,E
low,medium,medium,T
low,medium,low,E
low,low,low,T
low,low,medium,M
low,medium,high,E
low,high,high,E
low,medium,high,T
low,low,low,M
low,low,low,T
low,medium,high,T
low,medium,low,T
low,low,low,E
low,high,low,T
low,low,low,E
low,low,medium,M
low,low,low,E10+
low,low,low,T
low,medium,low,T
low,medium,high,T
low,medium,low,E10+
low,medium,low,E
low,medium,medium,T
low,low,medium,E10+
low,medium,medium,E
low,high,high,M
low,low,low,E10+
low,medium,low,E10+
low,high,high,M
low,low,medium,M
low,medium,medium,M
low,medium,high,T
low,medium,high,T
low,high,high,E
low,low,low,M
low,medium,low,E
low,high,high,M
low,high,medium,E
low,low,low,T
low,low,medium,E
low,low,medium,T
low,medium,medium,E
low,low,low,T
low,medium,high,T
low,medium,high,T
low,low,low,E
low,low,medium,T
low,medium,low,M
low,low,low,E
low,low,low,M
low,low,medium,E
low,medium,low,M
low,medium,medium,T
low,low,medium,T
low,low,medium,T
low,high,high,M
low,high,high,E
low,high,high,E10+
low,low,low,E10+
low,high,medium,T
low,medium,high,E10+
low,medium,medium,T
low,low,low,T
low,low,low,T
low,medium,medium,T
low,medium,medium,E
low,high,low,E
low,high,high,T
low,medium,low,T
low,low,medium,T
low,low,high,E10+
low,low,low,T
low,medium,low,T
low,low,medium,E10+
low,low,low,T
low,low,medium,M
low,low,low,E10+
low,low,low,T
low,low,low,T
low,low,high,M
low,medium,medium,E10+
low,high,high,E10+
low,high,high,T
low,low,medium,T
low,high,medium,E10+
low,low,low,E
low,medium,medium,T
low,high,medium,E10+
low,medium,medium,E
low,low,medium,E
low,low,low,M
low,high,high,M
low,medium,low,E10+
low,low,low,T
low,low,low,E10+
low,medium,medium,T
low,high,medium,M
low,low,low,T
low,medium,high,M
low,high,high,T
low,low,low,E
low,high,low,E
low,medium,medium,E
low,low,low,T
low,high,high,M
low,low,high,T
low,medium,medium,E10+
low,medium,high,E
low,high,medium,E
low,medium,high,T
low,medium,low,E10+
low,high,medium,E10+
low,low,medium,E
low,low,low,T
low,low,low,E
low,medium,medium,T
low,low,low,T
low,low,low,E10+
low,high,medium,T
low,medium,high,T
low,low,low,E10+
low,high,high,E
low,medium,high,M
low,medium,medium,E
low,high,low,E
low,high,low,T
low,low,low,T
low,high,medium,M
low,low,low,E
low,low,high,T
low,high,high,E
low,low,low,T
low,medium,medium,T
low,low,low,E10+
low,high,medium,E
low,low,high,T
low,medium,high,M
low,low,low,M
low,low,low,T
low,low,low,M
low,medium,medium,T
low,medium,high,E
low,high,high,T
low,high,medium,T
low,low,low,E
low,medium,high,E10+
low,medium,high,E10+
low,low,low,E
low,low,medium,T
low,low,low,M
low,medium,medium,T
low,medium,high,E
low,high,medium,T
low,medium,high,E
low,medium,medium,E
low,high,high,T
low,medium,high,E
low,medium,high,E10+
low,high,medium,T
low,medium,high,E10+
low,medium,low,E
low,high,high,E
low,low,low,M
low,medium,high,M
low,medium,medium,E10+
low,low,low,E
low,medium,medium,T
low,medium,low,T
low,medium,medium,T
low,medium,low,E10+
low,medium,high,T
low,medium,medium,T
low,low,low,M
low,high,high,E
low,high,medium,T
low,low,low,T
low,low,low,M
low,low,medium,E
low,medium,medium,E
low,low,medium,E
low,medium,high,T
low,low,low,E
low,low,low,T
low,low,medium,T
low,low,low,E10+
low,low,high,E10+
low,medium,high,T
low,high,medium,E
low,high,medium,T
low,medium,medium,T
low,low,low,T
low,low,low,E
low,high,medium,E
low,medium,low,M
low,high,medium,E10+
low,high,medium,E
low,low,medium,T
low,medium,high,T
low,high,medium,T
low,low,low,T
low,medium,high,E
low,medium,medium,E
low,medium,medium,T
low,low,low,T
low,high,high,T
low,low,low,T
low,high,high,E
low,high,high,E
low,low,low,T
low,low,low,E
low,low,medium,E10+
low,high,high,T
low,medium,low,E
low,low,medium,E
low,high,high,M
low,high,medium,E10+
low,medium,low,E10+
low,medium,medium,E
low,medium,low,E
low,medium,medium,T
low,low,medium,T
low,low,low,T
low,high,low,E10+
low,low,high,T
low,low,low,E10+
low,medium,high,M
low,low,medium,E
low,low,low,E
low,high,high,T
low,high,medium,E
low,medium,medium,E
low,low,low,M
low,high,high,E
low,low,high,E
low,medium,high,T
low,medium,high,M
low,medium,high,T
low,high,high,E
low,low,low,T
low,medium,high,E
low,low,medium,E10+
low,medium,high,T
low,low,low,T
low,medium,high,E
low,medium,medium,M
low,low,low,M
low,low,low,M
low,low,high,T
low,low,low,T
low,medium,medium,E
low,medium,low,E10+
low,medium,high,M
low,low,low,E10+
low,low,low,M
low,low,low,M
low,high,low,E
low,medium,medium,T
low,low,low,T
low,low,high,T
low,high,medium,E
low,high,high,E
low,low,low,M
low,medium,medium,T
low,low,medium,E10+
low,low,high,E
low,high,high,T
low,low,low,T
low,low,high,T
low,low,low,E
low,medium,low,E
low,low,low,E
low,medium,high,E
low,high,medium,E
low,low,low,E
low,low,low,T
low,medium,high,E
low,high,high,T
low,medium,high,T
low,medium,high,T
low,low,low,T
low,medium,low,T
low,medium,medium,E
low,medium,medium,T
low,high,medium,E
low,low,medium,E10+
low,low,low,E
low,high,high,T
low,medium,low,T
low,medium,high,E
low,medium,low,E10+
low,medium,high,T
low,medium,medium,T
low,low,high,T
low,low,medium,E
low,low,low,M
low,low,low,M
low,low,low,M
low,high,medium,E
low,low,medium,E10+
low,low,low,T
low,low,low,E
low,medium,medium,E
low,medium,high,T
low,medium,medium,M
low,medium,medium,E10+
low,low,low,E10+
low,high,high,M
low,high,high,M
low,low,low,M
low,low,low,T
low,high,high,E
low,low,low,T
low,low,low,T
low,medium,high,E
low,medium,low,E
low,low,low,E10+
low,medium,medium,T
low,low,high,T
low,low,medium,T
low,high,medium,T
low,high,high,E
low,medium,high,E
low,medium,low,M
low,high,high,T
low,low,medium,T
low,high,high,E
low,low,low,M
low,low,high,T
low,high,medium,E
low,high,medium,E10+
low,low,medium,M
low,low,low,E
low,medium,low,T
low,low,medium,M
low,low,medium,E
low,high,high,E
low,low,low,M
low,low,high,E
low,low,high,E
low,low,medium,T
low,high,medium,T
low,low,low,T
low,medium,high,T
low,low,high,E
low,low,low,T
low,high,high,E10+
low,low,low,T
low,high,medium,T
low,medium,medium,E10+
low,medium,high,T
low,low,low,M
low,high,low,T
low,medium,medium,E10+
low,medium,medium,E10+
low,low,low,E
low,high,high,T
low,low,medium,T
low,low,low,E10+
low,low,low,E
low,high,high,M
low,medium,high,E10+
low,low,low,T
low,low,low,T
low,low,medium,M
low,low,low,T
low,low,medium,T
low,low,low,T
low,low,low,M
low,low,medium,T
low,medium,high,E
low,medium,high,E10+
low,low,low,M
low,low,low,E
low,low,high,T
low,medium,high,M
low,low,low,E
low,medium,medium,T
low,high,medium,E
low,low,high,E
low,low,high,T
low,medium,low,E
low,low,high,T
low,low,medium,T
low,low,low,T
low,low,low,E
low,medium,medium,E10+
low,medium,high,T
low,medium,high,E
low,low,low,M
low,high,medium,T
low,low,low,E10+
low,medium,medium,E10+
low,low,low,M
low,medium,medium,E
low,high,high,E
low,high,low,E10+
low,medium,medium,T
low,low,high,M
low,low,low,E
low,low,high,E
low,low,low,T
low,low,medium,T
low,high,medium,T
low,low,high,M
low,low,low,E
low,low,low,T
low,low,medium,M
low,high,medium,E10+
low,low,high,E
low,high,medium,T
low,medium,medium,E
low,medium,medium,E
low,high,high,E
low,medium,medium,E10+
low,low,low,E
low,low,medium,E
low,medium,low,E
low,medium,low,M
low,medium,high,T
low,medium,low,T
low,low,low,T
low,low,low,T
low,low,medium,T
low,low,medium,E10+
low,medium,high,M
low,high,medium,E
low,low,medium,E
low,low,medium,M
low,medium,medium,E
low,low,low,E10+
low,low,low,E10+
low,medium,high,T
low,low,low,T
low,low,high,M
low,low,low,E10+
low,medium,high,T
low,low,low,M
low,low,low,E10+
low,medium,high,M
low,low,low,T
low,medium,high,E
low,high,high,E
low,low,medium,T
low,low,low,E
low,low,medium,E10+
low,medium,low,E10+
low,medium,low,E10+
low,low,low,T
low,medium,low,T
low,medium,medium,E
low,medium,high,T
low,low,low,T
low,medium,low,M
low,low,low,E10+
low,high,high,E10+
low,low,low,E
low,medium,medium,T
low,low,low,T
low,medium,medium,E
low,medium,medium,T
low,high,high,T
low,low,high,T
low,medium,medium,T
low,medium,low,E10+
low,medium,high,E
low,low,low,T
low,low,medium,E10+
low,medium,medium,M
low,low,medium,T
low,high,high,E
low,low,low,T
low,low,low,E
low,medium,medium,T
low,medium,medium,M
low,low,low,T
low,low,medium,E10+
low,medium,medium,T
low,low,low,T
low,medium,medium,M
low,low,medium,M
low,high,medium,E10+
low,medium,high,T
low,low,high,M
low,high,medium,T
low,medium,medium,T
low,medium,high,E10+
low,high,medium,E
low,high,low,E
low,medium,medium,E
low,medium,medium,E
low,low,low,T
low,high,high,T
low,high,low,E
low,medium,high,M
low,medium,medium,M
low,low,medium,T
